1,2,3,4,5,6
-321.000,-238.000,-110.000,-102.000,-75.000,-57.000
276.000,175.000,67.000,75.000,65.000,59.000
-612.000,-4079.000,-800.000,-405.000,-134.000,-401.000
666.000,3664.000,927.000,434.000,97.000,349.000
-223.000,-260.000,-267.000,-220.000,-69.000,-73.000
149.000,189.000,82.000,114.000,87.000,57.000
-148.000,-196.000,-215.000,-202.000,-93.000,-95.000
186.000,238.000,136.000,184.000,43.000,46.000
-201.000,-191.000,-76.000,-98.000,-42.000,-71.000
199.000,236.000,76.000,99.000,53.000,62.000
-201.000,-243.000,-120.000,-193.000,-39.000,-67.000
176.000,188.000,92.000,146.000,31.000,59.000
-224.000,-211.000,-102.000,-123.000,-72.000,-63.000
217.000,205.000,78.000,108.000,74.000,80.000
-254.000,-321.000,-95.000,-266.000,-57.000,-239.000
271.000,221.000,146.000,169.000,136.000,183.000
-275.000,-275.000,-167.000,-154.000,-107.000,-121.000
273.000,249.000,153.000,114.000,145.000,100.000
-168.000,-150.000,-106.000,-75.000,-62.000,-54.000
248.000,126.000,98.000,59.000,62.000,46.000
-167.000,-168.000,-123.000,-93.000,-100.000,-75.000
241.000,198.000,132.000,77.000,94.000,81.000
-100.000,-74.000,-46.000,-45.000,-45.000,-47.000
157.000,77.000,55.000,44.000,38.000,42.000
-58.000,-65.000,-34.000,-47.000,-33.000,-40.000
57.000,55.000,32.000,42.000,38.000,37.000
-61.000,-66.000,-34.000,-47.000,-29.000,-44.000
70.000,58.000,37.000,37.000,33.000,39.000
-67.000,-86.000,-66.000,-78.000,-41.000,-44.000
84.000,73.000,62.000,67.000,34.000,49.000
-54.000,-81.000,-40.000,-41.000,-34.000,-40.000
60.000,51.000,40.000,37.000,43.000,41.000
-110.000,-114.000,-106.000,-72.000,-103.000,-35.000
193.000,103.000,101.000,49.000,142.000,47.000
-186.000,-170.000,-92.000,-93.000,-72.000,-82.000
202.000,127.000,105.000,99.000,95.000,91.000
-227.000,-156.000,-102.000,-107.000,-142.000,-86.000
208.000,138.000,147.000,110.000,166.000,99.000
-39.000,-52.000,-39.000,-42.000,-31.000,-36.000
47.000,41.000,34.000,29.000,38.000,40.000
-100.000,-92.000,-79.000,-103.000,-43.000,-47.000
67.000,51.000,73.000,58.000,37.000,58.000
-52.000,-59.000,-36.000,-41.000,-32.000,-43.000
51.000,47.000,40.000,34.000,38.000,35.000
-218.000,-125.000,-171.000,-103.000,-101.000,-49.000
141.000,109.000,123.000,120.000,138.000,60.000
-79.000,-63.000,-103.000,-56.000,-125.000,-46.000
88.000,87.000,80.000,82.000,100.000,58.000
-60.000,-64.000,-42.000,-56.000,-47.000,-39.000
49.000,51.000,39.000,47.000,31.000,69.000
-47.000,-59.000,-69.000,-66.000,-40.000,-41.000
38.000,56.000,41.000,69.000,42.000,71.000
-60.000,-49.000,-37.000,-40.000,-29.000,-35.000
72.000,82.000,49.000,44.000,37.000,40.000
-40.000,-61.000,-53.000,-56.000,-32.000,-47.000
48.000,52.000,53.000,57.000,50.000,49.000
-38.000,-55.000,-42.000,-52.000,-41.000,-36.000
50.000,64.000,56.000,62.000,52.000,48.000
-75.000,-76.000,-57.000,-78.000,-33.000,-38.000
82.000,41.000,73.000,43.000,30.000,40.000
-178.000,-151.000,-149.000,-141.000,-165.000,-159.000
263.000,132.000,126.000,100.000,201.000,147.000
-57.000,-68.000,-30.000,-37.000,-27.000,-33.000
77.000,67.000,49.000,33.000,47.000,27.000
-48.000,-56.000,-54.000,-57.000,-39.000,-48.000
60.000,42.000,54.000,46.000,46.000,42.000
-89.000,-55.000,-123.000,-115.000,-35.000,-42.000
58.000,60.000,86.000,81.000,34.000,41.000
-68.000,-82.000,-109.000,-107.000,-33.000,-42.000
91.000,97.000,120.000,104.000,32.000,66.000
-98.000,-72.000,-126.000,-135.000,-96.000,-67.000
104.000,154.000,178.000,202.000,92.000,89.000
-133.000,-82.000,-115.000,-111.000,-57.000,-51.000
73.000,103.000,117.000,102.000,84.000,70.000
-142.000,-128.000,-154.000,-150.000,-59.000,-57.000
134.000,154.000,148.000,136.000,105.000,84.000
-194.000,-206.000,-245.000,-295.000,-67.000,-148.000
150.000,205.000,224.000,285.000,97.000,128.000
-201.000,-171.000,-203.000,-200.000,-97.000,-52.000
152.000,129.000,182.000,168.000,81.000,63.000
-92.000,-98.000,-115.000,-109.000,-50.000,-56.000
64.000,75.000,90.000,91.000,48.000,47.000
-95.000,-94.000,-109.000,-122.000,-61.000,-100.000
72.000,76.000,108.000,114.000,62.000,82.000
-150.000,-149.000,-197.000,-201.000,-83.000,-103.000
109.000,118.000,145.000,178.000,94.000,88.000
-140.000,-124.000,-202.000,-186.000,-91.000,-58.000
90.000,68.000,137.000,120.000,87.000,70.000
-85.000,-100.000,-177.000,-197.000,-61.000,-73.000
84.000,65.000,126.000,107.000,70.000,62.000
-138.000,-102.000,-146.000,-108.000,-81.000,-82.000
74.000,121.000,111.000,144.000,84.000,92.000
-95.000,-116.000,-104.000,-141.000,-79.000,-88.000
68.000,70.000,87.000,78.000,69.000,78.000
-98.000,-120.000,-114.000,-142.000,-89.000,-83.000
87.000,101.000,121.000,141.000,99.000,77.000
-146.000,-158.000,-168.000,-171.000,-101.000,-76.000
108.000,103.000,152.000,148.000,82.000,79.000
-134.000,-145.000,-125.000,-125.000,-61.000,-79.000
114.000,100.000,140.000,155.000,90.000,70.000
-141.000,-104.000,-171.000,-163.000,-133.000,-96.000
107.000,117.000,194.000,177.000,91.000,93.000
-112.000,-119.000,-117.000,-148.000,-77.000,-71.000
94.000,101.000,118.000,120.000,92.000,66.000
-153.000,-157.000,-217.000,-173.000,-124.000,-100.000
164.000,107.000,206.000,143.000,76.000,70.000
-134.000,-190.000,-176.000,-193.000,-108.000,-99.000
108.000,151.000,160.000,184.000,85.000,85.000
-189.000,-141.000,-253.000,-169.000,-142.000,-97.000
152.000,181.000,187.000,199.000,134.000,142.000
-217.000,-160.000,-265.000,-188.000,-110.000,-139.000
117.000,123.000,171.000,136.000,107.000,97.000
-182.000,-163.000,-233.000,-194.000,-99.000,-147.000
187.000,179.000,172.000,170.000,95.000,100.000
-111.000,-196.000,-221.000,-247.000,-116.000,-113.000
145.000,154.000,159.000,182.000,96.000,97.000
-135.000,-124.000,-213.000,-155.000,-87.000,-87.000
119.000,109.000,159.000,137.000,80.000,95.000
-173.000,-178.000,-195.000,-185.000,-132.000,-162.000
124.000,113.000,189.000,180.000,145.000,121.000
-186.000,-196.000,-211.000,-212.000,-122.000,-139.000
136.000,148.000,173.000,155.000,138.000,109.000
-144.000,-161.000,-212.000,-208.000,-103.000,-96.000
125.000,160.000,194.000,216.000,100.000,94.000
-135.000,-130.000,-167.000,-143.000,-99.000,-88.000
90.000,122.000,128.000,185.000,90.000,88.000
-222.000,-173.000,-281.000,-224.000,-118.000,-152.000
102.000,90.000,115.000,110.000,115.000,156.000
-127.000,-151.000,-161.000,-298.000,-165.000,-198.000
85.000,116.000,145.000,178.000,129.000,117.000
-113.000,-156.000,-176.000,-155.000,-122.000,-127.000
95.000,95.000,154.000,120.000,78.000,107.000
-210.000,-166.000,-225.000,-168.000,-131.000,-150.000
118.000,134.000,188.000,174.000,107.000,124.000
-149.000,-114.000,-189.000,-176.000,-107.000,-101.000
114.000,104.000,114.000,112.000,90.000,85.000
-115.000,-153.000,-138.000,-155.000,-115.000,-138.000
112.000,159.000,151.000,177.000,121.000,95.000
-149.000,-158.000,-239.000,-190.000,-156.000,-142.000
140.000,159.000,160.000,168.000,153.000,127.000
-156.000,-176.000,-185.000,-182.000,-98.000,-128.000
131.000,110.000,213.000,154.000,124.000,159.000
-125.000,-165.000,-137.000,-171.000,-129.000,-115.000
125.000,124.000,156.000,148.000,142.000,98.000
-231.000,-150.000,-220.000,-150.000,-119.000,-123.000
134.000,138.000,196.000,199.000,136.000,120.000
-170.000,-139.000,-213.000,-206.000,-127.000,-85.000
139.000,123.000,229.000,178.000,127.000,103.000
-208.000,-149.000,-232.000,-167.000,-124.000,-134.000
137.000,113.000,136.000,141.000,87.000,99.000
-186.000,-220.000,-232.000,-203.000,-121.000,-176.000
106.000,118.000,139.000,149.000,103.000,129.000
-164.000,-175.000,-200.000,-216.000,-118.000,-161.000
108.000,149.000,132.000,138.000,105.000,127.000
-208.000,-176.000,-201.000,-162.000,-100.000,-86.000
145.000,161.000,221.000,234.000,96.000,89.000
-132.000,-163.000,-203.000,-210.000,-133.000,-126.000
119.000,154.000,161.000,264.000,104.000,137.000
-142.000,-178.000,-204.000,-274.000,-137.000,-152.000
115.000,153.000,169.000,166.000,104.000,108.000
-262.000,-188.000,-223.000,-187.000,-141.000,-112.000
135.000,107.000,195.000,162.000,124.000,128.000
-163.000,-205.000,-147.000,-179.000,-134.000,-113.000
139.000,127.000,159.000,152.000,99.000,120.000
-174.000,-192.000,-170.000,-182.000,-153.000,-133.000
131.000,128.000,174.000,163.000,138.000,111.000
-187.000,-190.000,-191.000,-229.000,-132.000,-130.000
136.000,131.000,163.000,203.000,102.000,145.000
-194.000,-193.000,-216.000,-234.000,-130.000,-156.000
144.000,132.000,176.000,154.000,113.000,121.000
-245.000,-232.000,-252.000,-255.000,-152.000,-156.000
213.000,147.000,212.000,193.000,151.000,101.000
-157.000,-207.000,-148.000,-225.000,-104.000,-138.000
149.000,129.000,174.000,180.000,133.000,147.000
-207.000,-210.000,-188.000,-223.000,-111.000,-203.000
187.000,131.000,179.000,155.000,99.000,130.000
-225.000,-165.000,-178.000,-214.000,-121.000,-127.000
91.000,180.000,163.000,231.000,100.000,127.000
-182.000,-203.000,-209.000,-282.000,-165.000,-140.000
180.000,180.000,184.000,170.000,136.000,146.000
-365.000,-201.000,-249.000,-218.000,-187.000,-198.000
771.000,119.000,372.000,157.000,234.000,131.000
-136.000,-143.000,-186.000,-189.000,-106.000,-80.000
125.000,145.000,204.000,191.000,124.000,77.000
-221.000,-202.000,-212.000,-237.000,-88.000,-131.000
147.000,145.000,196.000,187.000,118.000,137.000
-210.000,-202.000,-210.000,-186.000,-94.000,-85.000
176.000,129.000,146.000,129.000,90.000,74.000
-187.000,-229.000,-286.000,-270.000,-127.000,-112.000
167.000,175.000,182.000,177.000,115.000,110.000
-224.000,-188.000,-232.000,-217.000,-95.000,-115.000
177.000,157.000,197.000,187.000,96.000,93.000
-195.000,-199.000,-250.000,-206.000,-144.000,-114.000
190.000,174.000,268.000,231.000,161.000,113.000
-206.000,-175.000,-237.000,-254.000,-93.000,-94.000
185.000,193.000,258.000,264.000,105.000,96.000
-242.000,-232.000,-214.000,-233.000,-101.000,-95.000
207.000,158.000,181.000,154.000,71.000,111.000
-141.000,-219.000,-218.000,-253.000,-98.000,-124.000
177.000,129.000,135.000,104.000,129.000,145.000
-194.000,-198.000,-237.000,-188.000,-135.000,-87.000
222.000,233.000,231.000,218.000,130.000,94.000
-191.000,-164.000,-220.000,-257.000,-85.000,-94.000
163.000,113.000,132.000,135.000,88.000,94.000
-113.000,-129.000,-136.000,-163.000,-97.000,-62.000
100.000,95.000,117.000,141.000,76.000,70.000
-84.000,-54.000,-84.000,-65.000,-61.000,-44.000
75.000,86.000,112.000,121.000,74.000,58.000
-87.000,-63.000,-88.000,-73.000,-50.000,-56.000
81.000,94.000,65.000,80.000,45.000,45.000
-45.000,-52.000,-45.000,-52.000,-52.000,-42.000
39.000,51.000,45.000,55.000,38.000,49.000
-124.000,-86.000,-73.000,-60.000,-54.000,-50.000
176.000,110.000,74.000,53.000,50.000,48.000
-73.000,-61.000,-44.000,-52.000,-42.000,-40.000
59.000,62.000,43.000,48.000,38.000,40.000
-65.000,-63.000,-61.000,-57.000,-64.000,-51.000
72.000,78.000,85.000,118.000,63.000,56.000
-42.000,-139.000,-56.000,-71.000,-34.000,-50.000
64.000,67.000,67.000,70.000,35.000,48.000
-69.000,-127.000,-53.000,-126.000,-51.000,-125.000
36.000,98.000,59.000,97.000,62.000,106.000
-52.000,-51.000,-43.000,-43.000,-39.000,-46.000
53.000,54.000,46.000,40.000,31.000,34.000
-43.000,-65.000,-85.000,-104.000,-62.000,-50.000
57.000,77.000,84.000,101.000,69.000,62.000
-76.000,-93.000,-156.000,-158.000,-95.000,-104.000
78.000,82.000,125.000,158.000,81.000,60.000
-200.000,-220.000,-223.000,-230.000,-86.000,-94.000
172.000,164.000,250.000,245.000,129.000,130.000
-169.000,-168.000,-205.000,-221.000,-68.000,-71.000
151.000,135.000,151.000,133.000,103.000,75.000
-164.000,-158.000,-169.000,-177.000,-65.000,-48.000
139.000,110.000,162.000,138.000,62.000,53.000
-178.000,-159.000,-202.000,-208.000,-78.000,-70.000
166.000,124.000,152.000,128.000,85.000,70.000
-213.000,-153.000,-203.000,-159.000,-71.000,-65.000
193.000,153.000,167.000,131.000,76.000,51.000
-68.000,-73.000,-72.000,-88.000,-77.000,-64.000
147.000,96.000,103.000,69.000,81.000,82.000
-69.000,-74.000,-74.000,-104.000,-74.000,-67.000
74.000,67.000,83.000,80.000,52.000,69.000
-104.000,-121.000,-90.000,-133.000,-57.000,-67.000
62.000,62.000,95.000,92.000,47.000,52.000
-69.000,-55.000,-105.000,-87.000,-61.000,-68.000
78.000,61.000,148.000,121.000,55.000,64.000
-141.000,-168.000,-123.000,-158.000,-59.000,-67.000
73.000,124.000,135.000,170.000,72.000,80.000
-233.000,-156.000,-255.000,-172.000,-116.000,-122.000
223.000,166.000,234.000,193.000,115.000,84.000
-224.000,-248.000,-203.000,-263.000,-322.000,-184.000
263.000,165.000,171.000,178.000,377.000,159.000
-156.000,-264.000,-119.000,-267.000,-247.000,-269.000
298.000,169.000,111.000,143.000,296.000,112.000
-172.000,-117.000,-62.000,-69.000,-81.000,-83.000
248.000,93.000,76.000,58.000,93.000,81.000
-263.000,-166.000,-170.000,-122.000,-211.000,-232.000
264.000,141.000,138.000,157.000,236.000,289.000
-83.000,-146.000,-50.000,-109.000,-74.000,-53.000
77.000,88.000,81.000,93.000,74.000,68.000
-94.000,-124.000,-117.000,-118.000,-66.000,-68.000
