probability
3.808453977108001709e-01
4.638186991214752197e-01
5.266187787055969238e-01
8.735412359237670898e-01
3.703241646289825439e-01
6.039650440216064453e-01
4.632323384284973145e-01
6.863583326339721680e-01
4.694718420505523682e-01
7.306683659553527832e-01
9.078702330589294434e-01
9.326387047767639160e-01
9.824149012565612793e-01
7.722557187080383301e-01
9.614857435226440430e-01
8.115292191505432129e-01
7.827886939048767090e-01
8.513741493225097656e-01
7.427926063537597656e-01
7.864844202995300293e-01
8.226101994514465332e-01
6.653435230255126953e-01
8.692283630371093750e-01
8.671739101409912109e-01
8.711869716644287109e-01
6.665783524513244629e-01
8.135272264480590820e-01
7.809361815452575684e-01
9.748699665069580078e-01
9.428498148918151855e-01
6.964549422264099121e-01
6.155713796615600586e-01
6.422943472862243652e-01
6.110954880714416504e-01
4.778125286102294922e-01
8.856088519096374512e-01
4.160603284835815430e-01
4.471461474895477295e-01
7.993964552879333496e-01
8.364527225494384766e-01
4.561991095542907715e-01
4.621879458427429199e-01
6.881328225135803223e-01
7.990369796752929688e-01
7.930274009704589844e-01
6.493744850158691406e-01
4.727579057216644287e-01
8.745921850204467773e-01
4.969792366027832031e-01
4.194059967994689941e-01
6.687334775924682617e-01
5.812460780143737793e-01
5.704665184020996094e-01
5.910214781761169434e-01
4.509612917900085449e-01
3.985422551631927490e-01
9.478036761283874512e-01
5.806468129158020020e-01
9.388270378112792969e-01
8.145059943199157715e-01
8.761627078056335449e-01
7.830831408500671387e-01
8.700701594352722168e-01
8.903365731239318848e-01
9.350408911705017090e-01
9.298442602157592773e-01
8.176145553588867188e-01
8.698846101760864258e-01
9.409790039062500000e-01
9.032717347145080566e-01
9.044991135597229004e-01
9.279229640960693359e-01
8.903665542602539062e-01
7.969816923141479492e-01
7.373400926589965820e-01
6.367024779319763184e-01
4.962632656097412109e-01
6.233105063438415527e-01
6.821073889732360840e-01
6.646792888641357422e-01
6.549089550971984863e-01
4.943181872367858887e-01
8.887035250663757324e-01
9.250873327255249023e-01
8.738951086997985840e-01
8.006356954574584961e-01
9.537969231605529785e-01
9.852639436721801758e-01
8.039472103118896484e-01
8.902830481529235840e-01
8.500358462333679199e-01
9.401172399520874023e-01
9.852755069732666016e-01
8.150224089622497559e-01
9.582484960556030273e-01
9.607746601104736328e-01
9.678881764411926270e-01
9.605771899223327637e-01
9.828354120254516602e-01
9.720659852027893066e-01
9.338379502296447754e-01
9.579769372940063477e-01
9.872546792030334473e-01
9.701758027076721191e-01
9.536903500556945801e-01
9.551905393600463867e-01
9.954638481140136719e-01
9.812811613082885742e-01
9.876152873039245605e-01
9.930316805839538574e-01
9.877856969833374023e-01
9.846781492233276367e-01
9.499144554138183594e-01
9.630214571952819824e-01
9.881886243820190430e-01
9.799669981002807617e-01
9.865372180938720703e-01
9.805998802185058594e-01
9.812768697738647461e-01
9.924217462539672852e-01
9.831981062889099121e-01
9.880511164665222168e-01
9.917567372322082520e-01
9.883287549018859863e-01
9.898063540458679199e-01
9.952712655067443848e-01
9.809176921844482422e-01
9.801222085952758789e-01
9.827992320060729980e-01
9.905802607536315918e-01
9.872757792472839355e-01
9.941383600234985352e-01
9.916468858718872070e-01
9.939201474189758301e-01
9.891225099563598633e-01
9.937909841537475586e-01
9.965655803680419922e-01
9.893829822540283203e-01
9.959049224853515625e-01
9.911787509918212891e-01
9.861894845962524414e-01
9.940261244773864746e-01
9.946431517601013184e-01
9.908255338668823242e-01
9.826668500900268555e-01
